id,name,latitude,longitude,address,city_name,department,city_code,region,country,power_total_mw,operation_start_year,total_floor_area_sqm,IT_floor_area_sqm,progress_step,operator
1,TGCC,48.592,2.191,Campus Teratec- batiment 1- 1er étage 2 Rue de la Piquetterie 91680 Bruyères le Chatel,BRUYÈRES-LE-CHÂTEL,91,91680,Ile-de-France,France,7.500,2010,3651.000,18255.000,operating,CEA - Atos
2,Société Générale,48.640,2.506,Lieu dit les Combeaux 91250 Tigery,TIGERY,91,91250,Ile-de-France,France,5.500,2009,23640.000,2500.000,operating,Société Générale
3,DC Alcatel Lucent REMPLACE PAR DATA4 ?,48.660,2.242,Campus Nokia Paris-Saclay- Bâtiment Chappe- Route de Villejust- 91620 NOZAY,NOZAY,91,91620,Ile-de-France,France,10.594,2014,,,operating,ALCATEL Lucent FRANCE
4,Colt Paris SW,48.682,2.170,15 Avenue Du Cap Horn 91400 Les Ulis,LES ULIS,91,91940,Ile-de-France,France,20.000,2012,18704.000,9352.000,operating,Colt Technology Services
5,Digital Realty Les Ulis- DC1 et 2- PAR 13,48.682,2.170,"14 rue de l\,Orme à Moineaux- ZA de Courtaboeuf",LES ULIS,91,91940,Ile-de-France,France,20.000,2024,11180.000,5590.000,operating,Digital Reality
6,Virtual Data Salle Plateau,48.713,2.209,Avenue Chasles- 91120 Palaiseau,PALAISEAU,91,91120,Ile-de-France,France,1.800,2014,0.000,,operating,Laboratoire Leprince-Ringuet
7,CyrusOne Paris/Wissous,48.732,2.327,"1 Boulevard d\,Arago- 91320 Wissous",WISSOUS,91,91320,Ile-de-France,France,27.000,2021,17480.000,8740.000,operating,CyrusOne
8,Bouygues Telecom (exploitant et client)- Digital Realty (propriétaire),48.755,2.217,127 Rue de Paris- 91570 Bièvres,BIEVRES,91,91570,Ile-de-France,France,14.473,2008,9778.000,4889.000,operating,Bouygues Telecom
9,SFR NETCENTER,48.776,1.999,1 Rue Albert Einstein- 78190 Trappes,TRAPPES,78,78190,Ile-de-France,France,12.000,2015,1560.000,1310.000,operating,SFR
10,Scaleway DC3,48.788,2.392,61- rue Julian Grimau 94400 Vitry sur Seine,VITRY-SUR-SEINE,94,94400,Ile-de-France,France,24.000,2012,10000.000,5000.000,operating,OpCore
11,Bouygues Telecom,48.781,2.262,17 Avenue Descartes- 92350 Le Plessis-Robinson,LE PLESSIS-ROBINSON,92,92350,Ile-de-France,France,1.248,,1072.000,536.000,operating,Bouygues Telecom
12,Fiducial (ex KHEOPS Organisation 2),48.781,2.190,"45 avenue de l\,europe 78145 Velizy",VÉLIZY-VILLACOUBLAY,78,78140,Ile-de-France,France,2.000,2011,1005.000,1000.000,operating,Fiducial (ex Kheops Organisation)
13,DataBank FR3 / GDC3,48.781,2.190,16 avenue de l’Europe 78140 Vélizy Villacoublay,VÉLIZY-VILLACOUBLAY,78,78140,Ile-de-France,France,7.000,2007,4440.000,2220.000,operating,DataBank (ex zColo by Zayo)
14,Orange Business Services,48.813,2.239,22 Avenue du Maréchal Juin- 92360 Meudon,MEUDON,92,92190,Ile-de-France,France,17.570,,11870.000,5935.000,operating,Orange Business Services
15,Equinix PA13,48.813,2.239,9 Avenue du Maréchal Juin- 92360 Meudon,MEUDON,92,92190,Ile-de-France,France,28.000,2025,20475.000,10237.500,operating,"Equinix, Inc"
16,Scaleway DC2,48.788,2.392,29- rue Edith Cavell 94400 Vitry sur Seine,VITRY-SUR-SEINE,94,94400,Ile-de-France,France,18.000,1999,8676.000,4338.000,operating,OpCore
17,DATAXION,48.776,1.999,"Avenue Jean d\,Alembert- Parc d\,Activités de Pissaloup- 78190 Trappes",TRAPPES,78,78190,Ile-de-France,France,1.200,2013,4817.000,24085.000,operating,Dataxion France
18,Bouygues Telecom / ascendas reit,48.778,2.032,rue Jean Pierre Timbaud 78180 Montigny-le-Bretonneux,MONTIGNY-LES-BRETONNEUX,78,78180,Ile-de-France,France,20.000,2009,5448.000,2724.000,operating,Bouygues Telecom
19,Interxion PAR6,48.812,2.387,11-15- rue Galilée 94200 Ivry-sur-Seine,IVRY-SUR-SEINE,94,94200,Ile-de-France,France,5.700,2008,2148.000,1074.000,operating,Interxion (a Digital Realty Company)
20,BNP Paribas Marne Sud,48.828,2.658,33 Rue des Vieilles Vignes- 77183 Croissy-Beaubourg,CROISSY-BEAUBOURG,77,77183,Ile-de-France,France,4.540,,3900.000,1950.000,operating,BNP Paribas
21,Colt Node Malakoff (VAL),48.821,2.302,27 Rue Pierre Valette- 92240 Malakoff,MALAKOFF,92,92240,Ile-de-France,France,11.717,2022,7916.000,3958.000,operating,Colt Technology Services
22,Azur Datacenter - AZ 01,48.828,2.658,4 Rue des Vieilles Vignes 77183 Croissy-Beaubourg,CROISSY-BEAUBOURG,77,77183,Ile-de-France,France,6.000,2004,3800.000,2100.000,operating,Azur Datacenter
23,Interxion PAR12,48.821,2.705,16 Avenue Joseph Froelicher- Ferrières-en-Brie,FERRIERES-EN-BRIE,77,77164,Ile-de-France,France,20.000,2021,11260.000,5630.000,operating,Interxion (a Digital Realty Company)
24,nLighten Émerainville (ex-oxYa/Hitachi),48.812,2.621,12 rue Vladimir Jankelevitch- 77184 Emerainville,EMERAINVILLE,77,77184,Ile-de-France,France,2.649,,1268.000,634.000,operating,"oxYa, a Hiatchi Group Company"
25,BNP Paribas Centre de Traitement Informatique (CTI) Marne Nord,48.839,2.717,6 B Avenue Gutenberg  77600 Bussy-Saint-Georges,BUSSY-SAINT-GEORGES,77,77600,Ile-de-France,France,18.540,2007,8700.000,4350.000,operating,BNP Paribas
26,IBM / KYNDRYL collegien,48.836,2.673,35 Allée du Clos des Charmes- 77090 Collégien,COLLÉGIEN,77,77090,Ile-de-France,France,3.143,2008,6036.000,3018.000,operating,Kyndryl
27,Euroclear,48.839,2.717,"Parc d\,activités Gustave Eiffel 77600 Bussy-Saint-Georges",BUSSY-SAINT-GEORGES,77,77600,Ile-de-France,France,5.562,2006,5616.000,2808.000,operating,Euroclear Pappers=BNP Paribas
28,BNP Paribas Marne Est 1,48.847,2.821,11 Avenue Johannes Gutenberg - ZAC du Prieuré - Marne la Vallée,BAILLY-ROMAINVILLIERS,77,77700,Ile-de-France,France,22.000,2015,19572.000,9786.000,operating,BNP Paribas
29,Sungard AS Lognes Facility / penta-infra,48.838,2.633,93 Cours des Petites Ecuries- 77185 Lognes,LOGNES,77,77185,Ile-de-France,France,16.000,,9378.000,4689.000,operating,Penta Infra ? / Sungard Availability Services
30,Datacenter Banque de France,48.857,2.786,Centre Michèle Bergstein 77700 Serris,SERRIS,77,77700,Ile-de-France,France,5.297,2014,13000.000,6500.000,operating,Banque de France
31,Euclyde DC6 - IDF,48.838,2.633,NEWTON A- 3-5 mail Barthélémy Thimonnier 77185 Lognes,LOGNES,77,77185,Ile-de-France,France,2.000,,5500.000,2000.000,operating,Euclyde Data Centers
32,Orange DC,48.835,2.632,59 Bd du Mandinet,Lognes,77,77185,Ile-de-France,France,1.306,,1122.000,561.000,operating,Orange
33,SIRIUS Albiant-IT,48.632,2.551,100 RUE ALFRED KASTLER 77127 LIEUSAINT,LIEUSAINT,77,77230,Ile-de-France,France,24.632,2010,34887.000,17443.000,operating,"Albiant IT (pour Groupe BPCE, Natixis)"
34,VEGA Albiant,48.847,2.821,2 Rue du Gue- 77700 Bailly-Romainvilliers,BAILLY-ROMAINVILLIERS,77,77700,Ile-de-France,France,8.211,2010,12531.000,6175.000,operating,Natixis/BPCE
35,SAPHIR Albiant,43.605,2.241,3 Av. de la Montagne Noire- 81100 Castres,CASTRES,81,81100,Occitanie,France,7.824,2010,6721.000,3360.500,operating,Natixis/BPCE
36,TOPAZE Albiant,43.540,2.263,14 Rue Georges Charpak- 81290 Labruguière,Labruguière,81,81920,Occitanie,France,6.852,,5886.000,2943.000,operating,Natixis/BPCE
37,Telehouse 2 Voltaire (TH2),48.860,2.378,137- boulevard Voltaire 75011 Paris,PARIS 11ÈME,75,75011,Ile-de-France,France,24.000,1999,14000.000,7000.000,operating,Telehouse Europe
38,Interxion PAR4,48.892,2.207,"21- rue du Port - Parc de l\,Ile - Allée Bleue 92000 Nanterre",NANTERRE,92,92000,Ile-de-France,France,10.000,2009,14546.000,1260.000,operating,Interxion (a Digital Realty Company)
39,Equinix / IBX PA4,48.897,2.402,110 bis- avenue du Général-Leclerc 93500 Pantin,PANTIN,93,93500,Ile-de-France,France,39.000,2012,23320.000,11660.000,operating,"Equinix, Inc"
40,Global Switch Paris Est,48.903,2.306,7-9- rue Petit 92582 Clichy Cedex,CLICHY,92,92110,Ile-de-France,France,38.000,2000,34915.000,17457.500,operating,Global Switch
41,Global Switch Paris Ouest,48.903,2.306,7-9- rue Petit 92582 Clichy Cedex,CLICHY,92,92110,Ile-de-France,France,25.000,2011,16700.000,8350.000,operating,Global Switch
42,IBX PA8x,48.897,2.402,110 bis- avenue du Général-Leclerc 93500 Pantin,PANTIN,93,93500,Ile-de-France,France,14.000,2019,9892.000,4946.000,operating,"Equinix, Inc"
43,Interxion / Digital Reality PAR1,48.915,2.382,Bâtiment 260- 45 avenue Victor Hugo- 93300 Aubervilliers,AUBERVILLIERS,75,93300,Ile-de-France,France,6.213,1999,2712.000,1356.000,operating,Interxion (a Digital Realty Company)
44,Equinix / IBX PA5,48.915,2.382,45- avenue Victor Hugo- Bati 254  Zone EMGP - rue du Mimosa 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,3.200,2007,2320.000,1160.000,operating,"Equinix, Inc"
45,GTT Paris,48.915,2.382,34- rue des Gardinoux 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,4.000,2003,2050.000,1025.000,operating,GTT Communications
46,Agarik - Atos 3,48.912,2.334,20- rue Dieumegard  93400 Saint-Ouen,SAINT-OUEN,93,93400,Ile-de-France,France,15.000,2009,29960.000,2000.000,operating,Atos - Agarik (Bull Group Compagny)
47,"Orange Business Services - autogenerated #2",48.915,2.382,21 rue de la motte 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,13.000,,6882.000,3441.000,operating,Orange Business Services
48,Atos,48.910,2.396,Rue de la Motte- 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,3.500,2011,4488.000,2244.000,operating,Atos Infogerance
49,UltraEdge Netcenter Auberbilliers / DCC-IDF,48.915,2.382,35- rue de la Motte 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,8.117,,11256.000,3000.000,operating,Completel
50,Equinix / IBX PA6,48.915,2.382,Building 520- 10- rue Waldek Rochert 93300 Aubervilliers,AUBERVILLIERS,93,93300,Ile-de-France,France,14.000,2008,9922.000,4961.000,operating,"Equinix, Inc"
51,Interxion / Digital Reality PAR5,48.938,2.363,11-13 Avenue des Arts et Metiers 93200 Saint Denis Paris,SAINT-DENIS,93,93200,Ile-de-France,France,17.752,2009,8934.000,4467.000,operating,Interxion (a Digital Realty Company)
52,Interxion / Digital Reality PAR3,48.938,2.363,7-9- avenue des Arts et Métiers 93200 Saint Denis Paris,SAINT-DENIS,93,93200,Ile-de-France,France,9.000,2007,6214.000,3107.000,operating,Interxion (a Digital Realty Company)
53,"RTE Centre National d\,Exploitation du Système",50.037,2.122,22 Boulevard Finot- 93200 Saint-Ouen,SAINT-OUEN,93,93210,Ile-de-France,France,1.326,1999,1139.000,569.000,operating,RTE
54,Interxion PAR7,48.927,2.390,1-3 rue Râteau- 93120 La Courneuve,LA COURNEUVE,93,93120,Ile-de-France,France,32.000,2011,19570.000,9785.000,operating,Interxion (a Digital Realty Company)
55,Equinix / IBX PA3,48.938,2.363,114- rue Ambroise Croizat 93200 Saint Denis,SAINT-DENIS,93,93200,Ile-de-France,France,40.000,2007,10400.000,6506.000,operating,"Equinix, Inc"
56,Equinix / IBX PA9x,48.938,2.363,114- rue Ambroise Croizat 93200 Saint Denis,SAINT-DENIS,93,93200,Ile-de-France,France,18.678,2021,5500.000,2750.000,operating,"Equinix, Inc"
57,Equinix / IBX PA2,48.938,2.363,114- rue Ambroise Croizat 93200 Saint Denis,SAINT-DENIS,93,93200,Ile-de-France,France,30.000,2008,15638.000,7819.000,operating,"Equinix, Inc"
59,Equinix / IBX PA10,48.938,2.363,114- rue Ambroise Croizat 93200 Saint Denis,SAINT-DENIS,93,93200,Ile-de-France,France,15.295,2022,11550.000,5775.000,operating,"Equinix, Inc"
60,Interxion/Digital Reality PAR8,48.927,2.390,2-20 Rue Marcel Cachin- 93120 La Courneuve,LA COURNEUVE,93,93120,Ile-de-France,France,19.200,2019,19200.000,9600.000,operating,Interxion (a Digital Realty Company)
61,Interxion PAR9,48.927,2.390,2-20 Rue Marcel Cachin- 93120 La Courneuve,LA COURNEUVE,93,93120,Ile-de-France,France,19.200,2021,19200.000,9600.000,operating,Interxion (a Digital Realty Company)
62,Merisac (TDF ?) / Ad Valem ?,48.938,2.363,6- boulevard de la Liberation 93200 Saint Denis,SAINT-DENIS,93,93200,Ile-de-France,France,0.518,2008,440.000,220.000,operating,MERISAC Instruments
63,Thésée DataCenter (phase 1/6- 1 batiment en 2024),48.959,1.855,32 Rue du Clos Reine- 78410 Aubergenville,AUBERGENVILLE,78,78410,Ile-de-France,France,3.000,2021,2000.000,1000.000,operating,Thésée DataCenter
64,SFR NETCENTER (Campus),48.968,2.069,203-209- Avenue du Général Charles de Gaulle,ACHERES,78,78260,Ile-de-France,France,0.444,2002,2165.000,500.000,operating,SFR
65,"Bouygues Telecom - autogenerated #2",48.982,2.061,ZA Les Gaudines- rue Gustal Eiffel,ANDRÉSY,78,78570,Ile-de-France,France,1.762,,1514.000,757.000,operating,Bouygues Telecom
66,Equinix / IBX PA1,49.003,2.518,Paris Nord 2- 167 rue de la Belle Étoile- 95948 Roissy,ROISSY-EN-FRANCE,95,95700,Ile-de-France,France,4.500,2007,5297.000,2648.000,operating,"Equinix, Inc"
67,Scaleway DC5,49.045,2.106,"25 Avenue de l\,Eguillette - Parc d’activités du Vert-Galant","SAINT-OUEN-L\,AUMÔNE",95,95310,Ile-de-France,France,28.000,2018,14552.000,7276.000,operating,OpCore
68,Centre Informatique Douanier (CID),49.066,2.061,27 rue des beaux soleils- 95520 Osny,OSNY,95,95520,Ile-de-France,France,1.600,,1600.000,800.000,operating,Ministère de lEconomie et des Finances
69,Moji1,48.892,2.207,189 Rue de Suresnes- 92000 Nanterre,NANTERRE,92,92000,Ile-de-France,France,1.211,2018,1029.000,5145.000,operating,MOJI
71,Colt Paris SW DH10+,48.682,2.170,15 Avenue Du Cap Horn 91400 Les Ulis,LES ULIS,91,91940,Ile-de-France,France,40.000,2022,10384.000,5192.000,operating,Colt Technology Services
72,Centre de Recherche et de Surveillance Galileo,48.936,2.092,Av. du Président John Fitzgerald Kennedy,Saint-Germain-en-Laye,78,78100,Ile-de-France,France,6.070,2022,4581.000,22905.000,operating,CENTRE DE SURVEILLANCE DE LA SECURITE GALILEO
73,Thésée Data Center (Site Secondaire),48.770,2.049,146 AV JOSEPH KESSEL,VOISINS-LE-BRETONNEUX,78,78960,Ile-de-France,France,8.931,2021,6034.000,3017.000,operating,Thésée DataCenter
74,Eclairion,48.592,2.191,2 rue de la Libération- 91680 Bruyères-le-Châtel,BRUYÈRES-LE-CHÂTEL,91,91680,Ile-de-France,France,60.000,2023,20000.000,10000.000,operating,ECLAIRION
75,DATA4 DC12,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.000,2021,7796.000,3600.000,operating,DATA4 Group
76,DATA4 DC09,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.000,2019,7796.000,3600.000,operating,DATA4 Group
77,DATA4 DC11,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.000,2021,7796.000,3600.000,operating,DATA4 Group
78,DATA4 DC03,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,2.950,,5158.000,3600.000,operating,DATA4 Group
79,DATA4 DC10,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,3.500,2020,7796.000,3600.000,operating,DATA4 Group
80,DATA4 DC02,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,3.328,2008,4998.000,3600.000,operating,DATA4 Group
81,DATA4 D3,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,3.800,2009,7400.000,3600.000,operating,DATA4 Group
82,DATA4 DC01,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,2.500,2007,4705.000,3600.000,operating,DATA4 Group
83,DATA4 DC04 / CYLLENNE ALTER-04 ?,48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.500,2009,5110.000,3600.000,operating,DATA4 Group
